Banner,UPC,Hawaii,Kansas,New York,Northern California,Texas,All
Trader Joes,870721732.0,,,,,17.19,17.19
Trader Joes,872082334.0,,4.89,,,4.89,4.89
Trader Joes,872889619.0,,37.09,,43.49,37.49,39.36
Trader Joes,873270447.0,,,58.69,66.09,56.89,60.56
Trader Joes,874971914.0,,16.89,,,17.09,16.99
Trader Joes,876226151.0,,17.89,,20.99,18.09,18.99
Trader Joes,876898615.0,,,,64.19,55.29,59.74
Trader Joes,877162041.0,,,,,24.69,24.69
Trader Joes,878698622.0,,23.59,,,23.89,23.74
Trader Joes,879777546.0,,,46.79,,45.39,46.09
Trader Joes,881311707.0,,,52.09,58.69,50.59,53.79
Trader Joes,881539712.0,,54.29,,63.69,54.79,57.59
Trader Joes,882672998.0,,,25.99,,25.29,25.64
Trader Joes,883647960.0,,,,52.49,45.19,48.84
Trader Joes,883713851.0,,35.19,36.59,41.29,35.59,37.16
Trader Joes,884354350.0,,53.79,55.99,,54.29,54.69
Trader Joes,885481376.0,,,,17.09,14.79,15.94
Trader Joes,886012244.0,,,5.29,5.89,5.09,5.42
Trader Joes,886105169.0,,45.79,,,46.29,46.04
Trader Joes,887149013.0,,46.09,,,46.59,46.34
Trader Joes,888354959.0,,,,,1.89,1.89
Trader Joes,888599847.0,,,,,47.59,47.59
Trader Joes,888666503.0,,,59.39,66.89,,63.14
Trader Joes,888713764.0,,,20.59,,,20.59
Trader Joes,891797170.0,,23.39,24.29,,23.59,23.76
Trader Joes,894150291.0,,24.59,,28.89,,26.74
Trader Joes,894764703.0,,,,28.19,24.29,26.24
Trader Joes,895637329.0,,,43.99,49.59,42.69,45.42
Trader Joes,896138462.0,,,21.49,24.29,20.89,22.22
Trader Joes,896974529.0,,,16.09,18.09,15.59,16.59
Trader Joes,897021614.0,,,,62.49,,62.49
Trader Joes,897422303.0,,,38.09,42.89,36.99,39.32
Trader Joes,899571200.0,,,,,20.99,20.99
Trader Joes,899819893.0,,,,,52.99,52.99
Trader Joes,899956196.0,,,53.39,60.19,51.89,55.16
Trader Joes,902552274.0,,,,,,
Trader Joes,904041295.0,,36.09,37.59,,36.49,36.72
Trader Joes,904714463.0,,43.19,,50.69,43.69,45.86
Trader Joes,905792642.0,,,,,9.39,9.39
Trader Joes,905914857.0,,43.89,45.69,,44.29,44.62
Trader Joes,906234211.0,,,2.99,3.39,2.99,3.12
Trader Joes,907400779.0,,,,,14.89,14.89
Trader Joes,909199429.0,,27.99,,32.79,,30.39
Trader Joes,912415151.0,,,,27.39,23.59,25.49
Trader Joes,912873332.0,,,,22.59,19.39,20.99
Trader Joes,915191199.0,,29.79,,34.99,30.09,31.62
Trader Joes,916097175.0,,15.79,16.49,,15.99,16.09
Trader Joes,917100992.0,,49.49,,,49.99,49.74
Trader Joes,917211564.0,,,,,16.19,16.19
Trader Joes,917901226.0,,,,62.29,53.59,57.94
Trader Joes,918833743.0,,,6.19,,5.99,6.09
Trader Joes,919110708.0,,14.39,14.99,,,14.69
Trader Joes,920526931.0,,,,39.99,34.39,37.19
Trader Joes,922747986.0,,,,,16.49,16.49
Trader Joes,923314883.0,,,21.99,,21.29,21.64
Trader Joes,923891080.0,,,,,15.09,15.09
Trader Joes,924190396.0,,3.19,3.29,3.69,3.19,3.34
Trader Joes,926444424.0,,13.49,,,13.59,13.54
Trader Joes,927312846.0,,11.19,,13.09,11.29,11.86
Trader Joes,927693101.0,,,,21.19,18.29,19.74
Trader Joes,927879675.0,,,,,,
Trader Joes,928259579.0,,17.69,,20.79,17.89,18.79
Trader Joes,929137671.0,,,,,13.09,13.09
Trader Joes,929338551.0,,,20.19,,19.59,19.89
Trader Joes,929458444.0,,25.19,,,25.49,25.34
Trader Joes,930355523.0,,12.49,12.99,,12.69,12.72
Trader Joes,931390073.0,,16.19,16.89,,16.39,16.49
Trader Joes,932170886.0,,,,56.79,48.89,52.84
Trader Joes,932644749.0,,,,,55.89,55.89
Trader Joes,932864695.0,,,26.69,30.09,25.89,27.56
Trader Joes,936330605.0,,,,,54.69,54.69
Trader Joes,938758588.0,,40.89,,,41.29,41.09
Trader Joes,939282782.0,,,,,33.09,33.09
Trader Joes,942541787.0,,,29.59,,28.69,29.14
Trader Joes,943281894.0,,,18.79,21.09,18.19,19.36
Trader Joes,944430721.0,,,,23.39,20.19,21.79
Trader Joes,945973686.0,,,,63.49,54.59,59.04
Trader Joes,946880003.0,,55.99,58.29,65.69,56.59,59.14
Trader Joes,947534594.0,,,,45.39,39.09,42.24
Trader Joes,949435750.0,,,,,8.19,8.19
Trader Joes,950498192.0,,,57.59,,55.89,56.74
Trader Joes,952287274.0,,49.99,51.99,58.69,50.49,52.79
Trader Joes,952635660.0,,,12.59,14.19,12.29,13.02
Trader Joes,953126270.0,,26.59,,,,26.59
Trader Joes,955026913.0,,,,,51.59,51.59
Trader Joes,955421336.0,,16.99,,,17.19,17.09
Trader Joes,958194401.0,,,36.89,41.49,35.79,38.06
Trader Joes,958465158.0,,,,51.19,44.09,47.64
Trader Joes,959054260.0,,,,,18.99,18.99
Trader Joes,959211839.0,,31.89,,37.39,32.19,33.82
Trader Joes,962019991.0,,29.49,,,29.79,29.64
Trader Joes,962420701.0,,15.79,16.49,,15.99,16.09
Trader Joes,963136610.0,,38.99,,,39.39,39.19
Trader Joes,963229417.0,,,44.99,50.79,43.69,46.49
Trader Joes,963858888.0,,,,,47.99,47.99
Trader Joes,964715239.0,,,33.59,,32.59,33.09
Trader Joes,965083187.0,,,32.59,,31.69,32.14
Trader Joes,965370690.0,,,,,43.19,43.19
Trader Joes,966125119.0,,,,,24.19,24.19
Trader Joes,966176819.0,,,,,35.69,35.69
Trader Joes,966807089.0,,,54.49,,,54.49
Trader Joes,967167461.0,,,,25.29,,25.29
Trader Joes,970617307.0,,50.29,,,50.89,50.59
Trader Joes,971923169.0,,,,,46.29,46.29
Trader Joes,975326196.0,,,,,26.99,26.99
Trader Joes,975793603.0,,39.69,,46.59,,43.14
Trader Joes,976976235.0,,55.49,,,56.09,55.79
Trader Joes,977134983.0,,30.89,32.19,36.29,31.19,32.64
Trader Joes,978164640.0,,,,15.39,13.29,14.34
Trader Joes,978196729.0,,16.89,17.49,,16.99,17.12
Trader Joes,979616943.0,,,,,1.19,1.19
Trader Joes,980113553.0,,43.29,,50.79,43.69,45.92
Trader Joes,980150388.0,,,50.99,,49.49,50.24
Trader Joes,980564443.0,,,,38.99,33.59,36.29
Trader Joes,981197816.0,,,43.99,,42.69,43.34
Trader Joes,981510405.0,,56.39,58.69,66.19,56.99,59.56
Trader Joes,981620604.0,,35.79,,,36.09,35.94
Trader Joes,986041768.0,,22.99,23.89,,23.19,23.36
Trader Joes,986134213.0,,,,,55.99,55.99
Trader Joes,987411986.0,,,,62.49,53.79,58.14
Trader Joes,987897892.0,,,8.89,9.99,,9.44
Trader Joes,988776021.0,,35.69,,41.89,36.09,37.89
Trader Joes,988779486.0,,,,,30.29,30.29
Trader Joes,990258086.0,,,38.69,,37.59,38.14
Trader Joes,992105314.0,,33.09,,,33.39,33.24
Trader Joes,992125856.0,,,,,42.89,42.89
Trader Joes,993910240.0,,,,,,
Trader Joes,994344572.0,,,10.69,12.09,10.39,11.06
Trader Joes,995745822.0,,,40.09,45.09,38.89,41.36
Trader Joes,995798889.0,,53.89,,,54.39,54.14
Trader Joes,996262978.0,,,12.89,,12.49,12.69
Trader Joes,996849471.0,,,,,11.19,11.19
Trader Joes,998831540.0,,,35.89,40.49,,38.19
Trader Joes,999185078.0,,,52.19,,50.69,51.44
Walmart,11873171.0,,,,5.53,4.75,5.14
Walmart,15052612.0,,,50.75,57.13,,53.94
Walmart,16482322.0,,,16.81,,16.31,16.56
Walmart,16729338.0,,7.22,7.52,8.44,,7.73
Walmart,16829288.0,,3.26,3.37,,3.33,3.32
Walmart,16900911.0,,26.37,,,26.64,26.51
Walmart,16999755.0,,4.86,5.02,5.67,,5.18
Walmart,17066659.0,,,2.95,3.22,2.81,2.99
Walmart,19696884.0,,,5.54,6.21,,5.88
Walmart,19911643.0,,27.56,28.64,32.23,27.73,29.04
Walmart,19982129.0,,,25.71,,25.01,25.36
Walmart,21872584.0,,7.26,7.53,8.55,7.36,7.68
Walmart,22132676.0,,,5.11,,,5.11
Walmart,22976162.0,,,46.67,52.54,,49.6
Walmart,23493525.0,,23.7,24.65,27.74,23.94,25.01
Walmart,24764365.0,,16.32,17.05,,,16.69
Walmart,25023603.0,,13.63,,,13.71,13.67
Walmart,25313327.0,,,16.3,18.37,15.84,16.84
Walmart,26132370.0,,,18.86,,,18.86
Walmart,26791818.0,,9.7,10.15,11.45,9.81,10.28
Walmart,26959766.0,,,51.16,,,51.16
Walmart,27595398.0,,7.85,8.16,,,8.0
Walmart,27866264.0,,50.92,53.0,59.73,,54.55
Walmart,35072231.0,,,46.67,,45.3,45.98
Walmart,38126522.0,,,53.86,,52.34,53.1
Walmart,38399923.0,,,36.46,,35.37,35.92
Walmart,39408244.0,,52.45,54.64,61.56,53.07,55.43
Walmart,39601228.0,,20.51,21.37,,20.74,20.87
Walmart,40555797.0,,24.71,25.7,,,25.2
Walmart,41066545.0,,,,,,
Walmart,43366358.0,,42.12,43.83,,42.57,42.84
Walmart,44053660.0,,2.97,3.01,,,2.99
Walmart,44276570.0,,34.43,35.86,40.3,,36.86
Walmart,44385546.0,,10.9,11.42,12.8,11.15,11.57
Walmart,45509167.0,,25.13,26.16,,,25.64
Walmart,45824749.0,,25.81,26.85,,,26.33
Walmart,45845527.0,,1.52,,1.83,,1.68
Walmart,47158754.0,,22.11,23.06,25.9,22.36,23.36
Walmart,47174618.0,,,3.64,,3.5,3.57
Walmart,48013704.0,,45.13,46.91,,45.52,45.85
Walmart,48258595.0,,16.63,17.26,,16.74,16.88
Walmart,51294147.0,,,,,13.35,13.35
Walmart,52851370.0,,,40.01,,38.96,39.48
Walmart,53317855.0,,31.61,32.81,,31.93,32.12
Walmart,54236183.0,,,20.97,,,20.97
Walmart,54548062.0,,,38.84,,,38.84
Walmart,55404606.0,,34.2,,,34.53,34.36
Walmart,55833407.0,,,26.86,30.2,,28.53
Walmart,56176612.0,,,29.06,,,29.06
Walmart,57394222.0,,28.45,29.6,33.33,28.72,30.02
Walmart,57714338.0,,23.42,24.31,27.47,,25.07
Walmart,58785197.0,,,19.5,,18.91,19.2
Walmart,59479815.0,,,,,41.96,41.96
Walmart,60042797.0,,,12.32,13.84,11.92,12.69
Walmart,60168857.0,,,1.97,,1.86,1.92
Walmart,60193187.0,,7.14,7.41,,7.23,7.26
Walmart,60912855.0,,45.93,47.73,53.87,46.36,48.47
Walmart,61278034.0,,20.56,21.43,,20.77,20.92
Walmart,61566790.0,,,31.06,,30.11,30.58
Walmart,62068892.0,,9.92,10.34,,10.03,10.1
Walmart,62563085.0,,43.15,,50.51,43.56,45.74
Walmart,63494206.0,,,20.65,23.34,,21.99
Walmart,65837987.0,,,52.53,,51.07,51.8
Walmart,66025021.0,,30.73,32.07,36.14,,32.98
Walmart,68034486.0,,4.74,4.93,5.51,,5.06
Walmart,69037528.0,,2.9,3.0,3.33,2.96,3.05
Walmart,69584995.0,,10.5,11.02,,,10.76
Walmart,70124770.0,,,53.26,60.02,51.75,55.01
Walmart,70324549.0,,39.86,41.41,,40.21,40.49
Walmart,70848410.0,,2.4,2.57,2.85,2.45,2.57
Walmart,71726448.0,,7.46,7.73,8.71,,7.97
Walmart,73544548.0,,31.36,32.64,36.72,31.64,33.09
Walmart,73570156.0,,21.75,22.63,,,22.19
Walmart,74029795.0,,,38.66,43.5,,41.08
Walmart,75242878.0,,,3.67,,3.52,3.6
Walmart,77045464.0,,11.81,12.36,13.81,,12.66
Walmart,77460052.0,,,1.12,,1.12,1.12
Walmart,79218866.0,,46.0,,,46.51,46.26
Walmart,81313305.0,,,,56.14,48.32,52.23
Walmart,81927167.0,,32.07,33.31,37.52,32.32,33.8
Walmart,83141336.0,,47.86,,56.02,48.26,50.71
Walmart,86262532.0,,,47.93,,46.51,47.22
Walmart,86858655.0,,2.45,2.55,2.8,,2.6
Walmart,87093736.0,,23.04,23.97,,,23.5
Walmart,88576101.0,,,51.66,58.24,50.12,53.34
Walmart,90756884.0,,32.95,34.33,38.67,,35.32
Walmart,93351329.0,,,12.02,,11.72,11.87
Walmart,93696286.0,,7.66,7.94,,,7.8
Walmart,94769945.0,,18.13,18.8,21.25,18.32,19.12
Walmart,94849573.0,,,,,,
Walmart,95658838.0,,35.06,,41.12,,38.09
Walmart,95862680.0,,10.53,10.94,,10.66,10.71
Walmart,95866554.0,,30.57,31.73,,,31.15
Walmart,98164748.0,,10.54,10.92,12.34,10.67,11.12
Walmart,98441419.0,,,25.64,28.92,24.92,26.49
Walmart,99583114.0,,22.11,23.02,,22.34,22.49
Walmart,99830442.0,,51.71,53.82,60.73,52.33,54.65
Walmart,101201265.0,,,45.15,,43.71,44.43
Walmart,105664025.0,,,21.26,23.9,20.54,21.9
Walmart,106365705.0,,,19.2,,,19.2
Walmart,106599165.0,,,34.77,,,34.77
Walmart,106918220.0,,21.24,,,21.43,21.34
Walmart,107865183.0,,,30.4,34.27,29.56,31.41
Walmart,109076038.0,,31.91,33.25,,,32.58
Walmart,110354720.0,,14.13,14.74,,14.35,14.41
Walmart,110497121.0,,,,23.4,20.16,21.78
Walmart,111650456.0,,50.77,,59.46,,55.12
Walmart,112509592.0,,36.7,38.25,,,37.48
Walmart,112817865.0,,50.42,52.56,59.1,,54.03
Walmart,113224794.0,,,35.73,,34.77,35.25
Walmart,113921219.0,,17.35,18.02,,,17.69
Walmart,115104280.0,,,,,,
Walmart,115681900.0,,27.17,28.2,31.82,,29.06
Walmart,118708197.0,,,19.9,,19.37,19.63
Walmart,119616993.0,,29.03,30.21,34.06,,31.1
Walmart,120290503.0,,9.22,9.57,,9.3,9.36
Walmart,120596009.0,,47.61,,,,47.61
Walmart,121620235.0,,51.71,53.83,,52.21,52.58
Walmart,122484761.0,,,32.14,,31.21,31.68
Walmart,124052151.0,,,18.73,21.14,18.21,19.36
Walmart,124091247.0,,,49.4,,48.04,48.72
Walmart,125829867.0,,13.0,13.52,,13.25,13.26
Walmart,126967843.0,,21.9,22.83,25.75,22.1,23.14
Walmart,127821311.0,,,18.96,,,18.96
Walmart,127838957.0,,36.14,37.62,42.4,36.52,38.17
Walmart,127887048.0,,,8.26,,8.04,8.15
Walmart,129232150.0,,,20.03,,19.45,19.74
Walmart,129833275.0,,24.52,25.56,,24.76,24.95
Walmart,130186387.0,,,18.91,21.36,,20.13
Walmart,130318597.0,,,54.54,,52.91,53.72
Walmart,130358296.0,,,,34.22,29.55,31.88
Walmart,131820869.0,,47.6,49.52,,48.1,48.41
Walmart,132112942.0,,52.1,54.27,,,53.18
Walmart,132458395.0,,27.91,29.15,32.81,28.24,29.53
Walmart,136528713.0,,12.65,13.1,,,12.88
Walmart,142231691.0,,12.04,12.53,,12.16,12.24
Walmart,142252924.0,,26.9,28.04,,27.21,27.38
Walmart,144575642.0,,15.86,,18.54,15.96,16.79
Walmart,144644625.0,,50.51,52.6,,51.17,51.43
Walmart,145210517.0,,44.32,46.17,,44.74,45.08
Walmart,146021511.0,,,42.84,,41.56,42.2
Walmart,151145905.0,,24.32,25.35,,24.61,24.76
Walmart,151287985.0,,18.36,19.01,,,18.69
Walmart,152181269.0,,,,42.9,36.97,39.94
Walmart,152398257.0,,,5.57,,,5.57
Walmart,152458350.0,,16.15,16.87,18.94,16.37,17.08
Walmart,154602616.0,,,,28.97,24.93,26.95
Walmart,157129774.0,,6.47,6.72,,,6.6
Walmart,157966725.0,,15.92,16.64,18.67,,17.08
Walmart,158953776.0,,53.5,55.75,62.86,54.11,56.56
Walmart,160430177.0,,53.3,55.53,62.51,53.84,56.29
Walmart,161076622.0,,52.72,54.91,61.84,,56.49
Walmart,161725486.0,,,34.55,,33.55,34.05
Walmart,162045248.0,,,53.62,,52.02,52.82
Walmart,162356142.0,,43.02,44.76,50.45,43.46,45.42
Walmart,163383455.0,,5.21,5.45,6.02,5.23,5.48
Walmart,163809044.0,,32.85,,,,32.85
Walmart,164485660.0,,33.63,35.0,,34.04,34.22
Walmart,165254790.0,,29.47,30.61,,29.74,29.94
Walmart,165324638.0,,53.36,55.53,,,54.44
Walmart,165526080.0,,3.31,3.42,,,3.36
Walmart,165559469.0,,27.66,28.84,32.41,27.96,29.22
Walmart,169472387.0,,,45.66,,44.21,44.94
Walmart,171059624.0,,31.15,32.44,,,31.8
Walmart,171858013.0,,,27.41,,26.64,27.02
Walmart,172380215.0,,,36.34,,35.26,35.8
Walmart,173173585.0,,39.75,41.33,46.64,,42.57
Walmart,174429227.0,,,41.05,,39.82,40.44
Walmart,176351627.0,,48.65,50.51,,49.17,49.44
Walmart,177925497.0,,,,,,
Walmart,178923336.0,,,13.4,,,13.4
Walmart,182310151.0,,,31.35,35.25,30.37,32.32
Walmart,186497742.0,,,24.1,,23.47,23.78
Walmart,187405236.0,,,38.87,43.73,,41.3
Walmart,189054973.0,,31.5,32.82,,31.84,32.05
Walmart,189565540.0,,39.25,40.81,45.9,,41.99
Walmart,193724353.0,,,39.97,45.01,38.72,41.23
Walmart,193736714.0,,51.02,53.12,,,52.07
Walmart,196109651.0,,,,39.72,34.21,36.97
Walmart,196407931.0,,7.41,7.75,,7.51,7.56
Walmart,197321036.0,,26.43,27.53,,26.75,26.9
Walmart,198082596.0,,,,,,
Walmart,200021055.0,,,2.21,2.42,2.13,2.25
Walmart,200253393.0,,45.62,47.41,,46.02,46.35
Walmart,200282631.0,,,25.33,28.55,,26.94
Walmart,200809424.0,,,42.03,47.33,,44.68
Walmart,201346142.0,,41.3,,,,41.3
Walmart,204071291.0,,,27.1,,26.34,26.72
Walmart,205698731.0,,3.35,3.55,3.97,3.46,3.58
Walmart,205812283.0,,36.7,38.23,43.05,,39.33
Walmart,207648093.0,,,,,7.43,7.43
Walmart,212886542.0,,,33.93,,32.96,33.44
Walmart,213048650.0,,,17.96,,,17.96
Walmart,213387822.0,,,33.21,37.47,32.22,34.3
Walmart,214212433.0,,48.72,,,,48.72
Walmart,215480572.0,,14.75,15.35,17.35,14.93,15.6
Walmart,217512347.0,,24.7,25.76,,24.95,25.14
Walmart,218294289.0,,50.11,52.24,,,51.18
Walmart,218958254.0,,,11.2,,,11.2
Walmart,220433295.0,,18.55,19.32,21.7,18.74,19.58
Walmart,220677427.0,,53.77,,,,53.77
Walmart,221349675.0,,,35.26,,34.23,34.74
Walmart,222180587.0,,,,,,
Walmart,222633181.0,,34.51,35.96,40.51,,36.99
Walmart,223905761.0,,,43.72,49.34,,46.53
Walmart,224558960.0,,45.84,47.74,53.8,,49.13
Walmart,226008184.0,,,8.16,9.23,7.95,8.45
Walmart,226080317.0,,,1.91,2.22,1.95,2.03
Walmart,227635624.0,,,6.42,,6.22,6.32
Walmart,227818213.0,,50.45,52.54,,50.95,51.31
Walmart,228431403.0,,27.34,28.42,,27.55,27.77
Walmart,228591095.0,,27.82,28.92,,28.07,28.27
Walmart,229341656.0,,,,,,
Walmart,230451071.0,,,,,21.97,21.97
Walmart,234033889.0,,15.87,16.45,,,16.16
Walmart,234070455.0,,,7.14,,6.95,7.04
Walmart,236468029.0,,,4.63,,4.46,4.54
Walmart,236677062.0,,51.16,53.23,59.97,51.67,54.01
Walmart,236968723.0,,,19.85,,,19.85
Walmart,237280009.0,,,35.94,,34.8,35.37
Walmart,238245641.0,,,,,,
Walmart,238441424.0,,30.2,31.43,,30.56,30.73
Walmart,238497653.0,,,35.71,40.24,,37.98
Walmart,240879755.0,,,31.2,35.21,30.34,32.25
Walmart,240924482.0,,29.6,30.81,34.71,,31.71
Walmart,242277190.0,,,49.31,55.64,,52.48
Walmart,242743338.0,,,,47.16,,47.16
Walmart,243131192.0,,2.22,2.32,2.65,2.23,2.36
Walmart,243785066.0,,,36.24,,,36.24
Walmart,243934119.0,,,,14.44,12.45,13.44
Walmart,244294577.0,,30.17,31.34,,,30.76
Walmart,244899396.0,,,,,,
Walmart,245619737.0,,20.92,21.71,,21.13,21.25
Walmart,246582548.0,,,44.84,,,44.84
Walmart,246585815.0,,13.35,,,,13.35
Walmart,248544810.0,,29.87,31.05,34.94,,31.95
Walmart,250622702.0,,34.7,36.1,,35.17,35.32
Walmart,251180255.0,,12.55,13.05,,12.66,12.75
Walmart,252280717.0,,,14.92,,,14.92
Walmart,252888653.0,,12.14,12.55,14.12,,12.94
Walmart,253141402.0,,,,,32.42,32.42
Walmart,254804864.0,,52.2,54.3,61.34,52.76,55.15
Walmart,256001467.0,,,,26.97,,26.97
Walmart,256779462.0,,,25.93,29.12,25.17,26.74
Walmart,256906423.0,,,9.44,,9.13,9.28
Walmart,258597638.0,,37.53,39.05,,37.91,38.16
Walmart,259287413.0,,,10.66,,,10.66
Walmart,262051609.0,,,22.65,,,22.65
Walmart,265077864.0,,8.45,8.85,9.94,8.5,8.93
Walmart,265291556.0,,23.0,24.07,,,23.54
Walmart,266112120.0,,4.23,4.3,,4.21,4.25
Walmart,266425823.0,,31.75,33.02,,,32.39
Walmart,266788198.0,,51.73,53.82,,52.22,52.59
Walmart,268588472.0,,,22.13,24.95,,23.54
Walmart,269161785.0,,44.15,45.9,51.83,,47.29
Walmart,269567447.0,,52.97,,,53.47,53.22
Walmart,270412866.0,,46.95,48.8,,47.47,47.74
Walmart,271202170.0,,28.67,,33.64,,31.16
Walmart,272466316.0,,,50.01,,48.51,49.26
Walmart,273984951.0,,45.95,,53.8,46.32,48.69
Walmart,275219414.0,,,43.15,48.62,41.95,44.57
Walmart,276263379.0,,38.11,39.61,,,38.86
Walmart,276801250.0,,53.57,55.7,,54.16,54.48
Walmart,277014097.0,,25.02,26.05,,,25.54
Walmart,277132090.0,,5.96,6.11,,,6.04
Walmart,277394644.0,,19.04,19.85,22.3,19.2,20.1
Walmart,278001228.0,,12.27,12.74,,12.42,12.48
Walmart,278003538.0,,24.66,25.55,28.83,,26.35
Walmart,278354885.0,,15.55,16.12,18.25,15.74,16.42
Walmart,278739906.0,,,0.94,,0.97,0.96
Walmart,283434497.0,,25.14,26.12,,,25.63
Walmart,284293391.0,,,50.9,,49.42,50.16
Walmart,285189163.0,,17.46,18.2,,17.63,17.76
Walmart,285195716.0,,,,43.72,37.63,40.67
Walmart,285638116.0,,,1.83,2.0,1.8,1.88
Walmart,286798599.0,,,33.85,,32.81,33.33
Walmart,286906735.0,,10.02,10.42,,10.13,10.19
Walmart,287415946.0,,43.86,,,44.32,44.09
Walmart,291765113.0,,,,37.8,,37.8
Walmart,292740862.0,,35.32,36.84,41.45,35.74,37.34
Walmart,295208432.0,,50.9,53.03,59.7,51.4,53.76
Walmart,296821950.0,,,6.37,,6.15,6.26
Walmart,296847415.0,,7.32,,,,7.32
Walmart,298558534.0,,,42.06,,,42.06
Walmart,298650567.0,,47.54,49.45,55.77,,50.92
Walmart,299791600.0,,29.07,30.14,34.0,,31.07
Walmart,299905463.0,,46.67,,,,46.67
Walmart,300702726.0,,47.26,49.27,55.46,47.75,49.94
Walmart,300705072.0,,45.51,47.31,,45.92,46.25
Walmart,300970093.0,,27.21,28.35,31.93,27.45,28.74
Walmart,301161010.0,,32.54,33.82,38.17,42.79,36.83
Walmart,302256456.0,,2.36,2.42,,2.33,2.37
Walmart,302857528.0,,52.97,55.11,,,54.04
Walmart,303530277.0,,,44.63,50.26,43.37,46.09
Walmart,303748850.0,,34.46,35.8,40.42,34.82,36.38
Walmart,303796970.0,,14.64,15.22,,,14.93
Walmart,304468559.0,,47.14,49.07,,,48.1
Walmart,305207870.0,,,50.25,56.62,48.87,51.91
Walmart,305310988.0,,48.82,50.86,,,49.84
Walmart,306137567.0,,23.27,,,23.45,23.36
Walmart,306887951.0,,13.83,14.3,16.23,,14.79
Walmart,308185637.0,,17.0,17.73,,17.26,17.33
Walmart,310069491.0,,3.97,4.11,,,4.04
Walmart,310210791.0,,35.12,,41.21,35.55,37.29
Walmart,311149036.0,,44.72,46.53,52.41,,47.89
Walmart,311226396.0,,37.46,38.96,,,38.21
Walmart,311513952.0,,37.44,38.95,43.81,37.85,39.51
Walmart,311625369.0,,,6.05,6.82,,6.44
Walmart,311693284.0,,22.44,23.3,,22.67,22.8
Walmart,312567137.0,,17.45,18.16,,,17.8
Walmart,312588009.0,,,37.73,,36.63,37.18
Walmart,312735668.0,,,19.12,,,19.12
Walmart,314205929.0,,35.32,36.77,41.42,,37.84
Walmart,314756902.0,,,,34.55,29.74,32.14
Walmart,315128578.0,,23.96,24.95,,24.22,24.38
Walmart,319176479.0,,,51.34,,,51.34
Walmart,321012038.0,,33.56,34.86,,33.81,34.08
Walmart,321130189.0,,,37.94,42.83,36.83,39.2
Walmart,323385020.0,,40.94,42.66,48.01,,43.87
Walmart,325260449.0,,13.03,,,,13.03
Walmart,325836526.0,,,42.87,,,42.87
Walmart,325885139.0,,,,33.32,28.77,31.04
Walmart,327470693.0,,27.01,28.17,,27.35,27.51
Walmart,327660050.0,,,29.15,32.7,28.21,30.02
Walmart,332493471.0,,27.07,28.16,31.62,,28.95
Walmart,332996724.0,,37.23,38.83,,37.63,37.9
Walmart,333664376.0,,,31.65,35.67,30.64,32.65
Walmart,333868779.0,,,,,14.96,14.96
Walmart,333967502.0,,,22.34,25.1,,23.72
Walmart,336912254.0,,,23.36,,,23.36
Walmart,337353166.0,,43.53,45.36,,43.9,44.26
Walmart,338728090.0,,,14.11,,13.76,13.93
Walmart,338863686.0,,5.8,,6.73,5.86,6.13
Walmart,339400596.0,,13.12,13.63,,,13.38
Walmart,339765937.0,,,,43.11,37.1,40.11
Walmart,340260209.0,,,40.17,45.22,38.95,41.45
Walmart,340478827.0,,,7.37,,7.15,7.26
Walmart,342897052.0,,44.24,46.02,,44.7,44.99
Walmart,346844734.0,,42.3,44.06,,,43.18
Walmart,349132748.0,,,29.26,,,29.26
Walmart,350639776.0,,,51.87,58.31,50.25,53.48
Walmart,352180692.0,,24.04,25.02,,,24.53
Walmart,352259734.0,,17.81,18.52,,,18.16
Walmart,353556196.0,,,3.22,3.66,3.15,3.34
Walmart,353626798.0,,,54.61,61.55,,58.08
Walmart,354630366.0,,,27.75,31.26,26.92,28.64
Walmart,354716417.0,,,,39.37,33.9,36.64
Walmart,355520088.0,,1.76,,,,1.76
Walmart,357064541.0,,,52.52,59.22,50.94,54.23
Walmart,358265858.0,,10.04,10.43,,10.15,10.21
Walmart,360754991.0,,,23.06,25.92,22.36,23.78
Walmart,361415663.0,,24.02,25.04,,24.26,24.44
Walmart,361609713.0,,,27.26,30.72,,28.99
Walmart,361981249.0,,18.64,19.42,21.87,,19.98
Walmart,363196884.0,,4.85,5.02,,4.93,4.93
Walmart,363461563.0,,43.03,44.75,50.47,43.47,45.43
Walmart,363663062.0,,15.94,16.64,,,16.29
Walmart,364526351.0,,,,31.34,,31.34
Walmart,365185443.0,,36.5,38.02,,,37.26
Walmart,365630841.0,,,23.06,25.96,22.32,23.78
Walmart,367626432.0,,47.54,49.51,,48.06,48.37
Walmart,371212986.0,,,2.81,3.14,2.72,2.89
Walmart,371889838.0,,7.5,7.86,8.83,,8.06
Walmart,372268051.0,,1.17,1.27,1.34,1.15,1.23
Walmart,373413450.0,,,10.94,,10.5,10.72
Walmart,373656227.0,,,31.72,,30.83,31.28
Walmart,373709792.0,,12.91,13.42,15.12,13.05,13.62
Walmart,374144563.0,,,,,22.35,22.35
Walmart,374824958.0,,,46.15,,,46.15
Walmart,375780233.0,,1.86,1.81,2.12,,1.93
Walmart,375916960.0,,27.33,28.45,32.01,27.66,28.86
Walmart,375993782.0,,12.25,12.74,,12.44,12.48
Walmart,376153383.0,,22.57,23.45,26.42,22.77,23.8
Walmart,376311065.0,,3.26,3.31,3.73,3.25,3.39
